Unnamed: 0,Tr,Block,Gen,Genassay,Linex,Sublinex,CI,lnCI,lnCIx,O1_totalmutsx,O2_totalmutsx,Totalmutsx,GenotypeIndex
0,G0,1,0.0,G0,1,1,0.164179104,-1.806797347,-1.806797347,0.0,0.0,0.0,0
1,G0,1,0.0,G0,1,1,0.258741259,-1.351926718,-1.351926718,0.0,0.0,0.0,0
2,G0,1,0.0,G0,1,1,0.621052632,-0.476339448,-0.476339448,0.0,0.0,0.0,0
3,G0,1,0.0,G0,1,1,0.245210728,-1.405637324,-1.405637324,0.0,0.0,0.0,0
4,G0,1,0.0,G0,1,1,0.445121951,-0.809406987,-0.809406987,0.0,0.0,0.0,0
5,G0,1,0.0,G0,1,1,0.347457627,-1.057112558,-1.057112558,0.0,0.0,0.0,0
6,G0,1,0.0,G0,1,1,4.243243243,1.445327893,1.445327893,0.0,0.0,0.0,0
7,G0,1,0.0,G0,2,2,2.098360656,0.7411564,0.7411564,0.0,0.0,0.0,1
8,G0,1,0.0,G0,2,2,0.820512821,-0.197825743,-0.197825743,0.0,0.0,0.0,1
9,G0,1,0.0,G0,2,2,3.081081081,1.125280536,1.125280536,0.0,0.0,0.0,1
10,G0,1,0.0,G0,2,2,1.0,0.0,0.0,0.0,0.0,0.0,1
11,G0,1,0.0,G0,2,2,14.36363636,2.66469976,2.66469976,0.0,0.0,0.0,1
12,G0,1,0.0,G0,2,2,0.545454545,-0.606135804,-0.606135804,0.0,0.0,0.0,1
14,G0,1,0.0,G0,3,3,6.526315789,1.875842586,1.875842586,0.0,0.0,0.0,2
15,G0,1,0.0,G0,3,3,2.702702703,0.994252273,0.994252273,0.0,0.0,0.0,2
16,G0,1,0.0,G0,3,3,1.018348624,0.018182319,0.018182319,0.0,0.0,0.0,2
17,G0,1,0.0,G0,3,3,0.520325203,-0.653301272,-0.653301272,0.0,0.0,0.0,2
18,G0,1,0.0,G0,3,3,1.606557377,0.474093614,0.474093614,0.0,0.0,0.0,2
19,G0,1,0.0,G0,3,3,0.296774194,-1.21478372,-1.21478372,0.0,0.0,0.0,2
20,G0,1,0.0,G0,3,3,1.725490196,0.545511182,0.545511182,0.0,0.0,0.0,2
21,G0,1,0.0,G0,4,4,0.629213483,-0.463284679,-0.463284679,0.0,0.0,0.0,3
22,G0,1,0.0,G0,4,4,0.579545455,-0.545511182,-0.545511182,0.0,0.0,0.0,3
24,G0,1,0.0,G0,4,4,0.449275362,-0.8001193,-0.8001193,0.0,0.0,0.0,3
25,G0,1,0.0,G0,4,4,1.12987013,0.122102697,0.122102697,0.0,0.0,0.0,3
26,G0,1,0.0,G0,4,4,0.231111111,-1.464856684,-1.464856684,0.0,0.0,0.0,3
27,G0,1,0.0,G0,4,4,0.673913043,-0.394654192,-0.394654192,0.0,0.0,0.0,3
28,G0,1,0.0,G0,5,5,12.14285714,2.496741107,2.496741107,0.0,0.0,0.0,4
29,G0,1,0.0,G0,5,5,2.551020408,0.936493439,0.936493439,0.0,0.0,0.0,4
30,G0,1,0.0,G0,5,5,0.476510067,-0.741266429,-0.741266429,0.0,0.0,0.0,4
31,G0,1,0.0,G0,5,5,0.430463576,-0.842892567,-0.842892567,0.0,0.0,0.0,4
32,G0,1,0.0,G0,5,5,0.588785047,-0.529694108,-0.529694108,0.0,0.0,0.0,4
33,G0,1,0.0,G0,5,5,0.140909091,-1.959640342,-1.959640342,0.0,0.0,0.0,4
34,G0,1,0.0,G0,5,5,4.111111111,1.413693335,1.413693335,0.0,0.0,0.0,4
35,G0,1,0.0,G0,6,6,0.696969697,-0.361013346,-0.361013346,0.0,0.0,0.0,5
36,G0,1,0.0,G0,6,6,0.657657658,-0.41907076,-0.41907076,0.0,0.0,0.0,5
37,G0,1,0.0,G0,6,6,0.164102564,-1.807263656,-1.807263656,0.0,0.0,0.0,5
38,G0,1,0.0,G0,6,6,2.5,0.916290732,0.916290732,0.0,0.0,0.0,5
39,G0,1,0.0,G0,6,6,0.551181102,-0.595691844,-0.595691844,0.0,0.0,0.0,5
40,G0,1,0.0,G0,6,6,0.809090909,-0.211843996,-0.211843996,0.0,0.0,0.0,5
41,G0,1,0.0,G0,6,6,8.916666667,2.187922185,2.187922185,0.0,0.0,0.0,5
42,G0,1,0.0,G0,7,7,1.5,0.405465108,0.405465108,0.0,0.0,0.0,6
43,G0,1,0.0,G0,7,7,1.578947368,0.456758402,0.456758402,0.0,0.0,0.0,6
44,G0,1,0.0,G0,7,7,0.423423423,-0.8593826,-0.8593826,0.0,0.0,0.0,6
45,G0,1,0.0,G0,7,7,1.538461538,0.430782916,0.430782916,0.0,0.0,0.0,6
46,G0,1,0.0,G0,7,7,1.977272727,0.681718485,0.681718485,0.0,0.0,0.0,6
47,G0,1,0.0,G0,7,7,1.227848101,0.205263126,0.205263126,0.0,0.0,0.0,6
48,G0,1,0.0,G0,7,7,5.291666667,1.666133256,1.666133256,0.0,0.0,0.0,6
49,G0,1,0.0,G0,8,8,0.126436782,-2.068012846,-2.068012846,0.0,0.0,0.0,7
50,G0,1,0.0,G0,8,8,2.457142857,0.898999235,0.898999235,0.0,0.0,0.0,7
51,G0,1,0.0,G0,8,8,0.496815287,-0.699536979,-0.699536979,0.0,0.0,0.0,7
52,G0,1,0.0,G0,8,8,0.852631579,-0.159427737,-0.159427737,0.0,0.0,0.0,7
53,G0,1,0.0,G0,8,8,0.111842105,-2.190667177,-2.190667177,0.0,0.0,0.0,7
54,G0,1,0.0,G0,8,8,0.446808511,-0.805625164,-0.805625164,0.0,0.0,0.0,7
55,G0,1,0.0,G0,8,8,0.412121212,-0.886437769,-0.886437769,0.0,0.0,0.0,7
56,G0,1,0.0,G0,9,9,4.944444444,1.598264612,1.598264612,0.0,0.0,0.0,8
57,G0,1,0.0,G0,9,9,0.41958042,-0.868500068,-0.868500068,0.0,0.0,0.0,8
58,G0,1,0.0,G0,9,9,13.71428571,2.618438042,2.618438042,0.0,0.0,0.0,8
59,G0,1,0.0,G0,9,9,0.604651163,-0.503103578,-0.503103578,0.0,0.0,0.0,8
60,G0,1,0.0,G0,9,9,0.827160494,-0.189756535,-0.189756535,0.0,0.0,0.0,8
61,G0,1,0.0,G0,9,9,1.637931034,0.493433881,0.493433881,0.0,0.0,0.0,8
62,G0,1,0.0,G0,9,9,5.9375,1.781288169,1.781288169,0.0,0.0,0.0,8
63,G0,1,0.0,G0,10,10,3.346153846,1.207811581,1.207811581,0.0,0.0,0.0,9
64,G0,1,0.0,G0,10,10,0.3671875,-1.001882662,-1.001882662,0.0,0.0,0.0,9
65,G0,1,0.0,G0,10,10,0.444444444,-0.810930216,-0.810930216,0.0,0.0,0.0,9
66,G0,1,0.0,G0,10,10,1.174757282,0.161061557,0.161061557,0.0,0.0,0.0,9
67,G0,1,0.0,G0,10,10,1.642857143,0.496436886,0.496436886,0.0,0.0,0.0,9
68,G0,1,0.0,G0,10,10,1.346153846,0.297251523,0.297251523,0.0,0.0,0.0,9
69,G0,1,0.0,G0,10,10,6.238095238,1.830674885,1.830674885,0.0,0.0,0.0,9
70,G0,1,0.0,G0,11,11,0.182857143,-1.699050071,-1.699050071,0.0,0.0,0.0,10
71,G0,1,0.0,G0,11,11,0.068421053,-2.682074715,-2.682074715,0.0,0.0,0.0,10
72,G0,1,0.0,G0,11,11,0.570512821,-0.561219638,-0.561219638,0.0,0.0,0.0,10
73,G0,1,0.0,G0,11,11,3.16,1.150572028,1.150572028,0.0,0.0,0.0,10
74,G0,1,0.0,G0,11,11,0.492753623,-0.70774598,-0.70774598,0.0,0.0,0.0,10
75,G0,1,0.0,G0,11,11,0.803149606,-0.219214273,-0.219214273,0.0,0.0,0.0,10
76,G0,1,0.0,G0,11,11,0.455696203,-0.785928914,-0.785928914,0.0,0.0,0.0,10
77,G0,1,0.0,G0,12,12,0.429530201,-0.845063223,-0.845063223,0.0,0.0,0.0,11
78,G0,1,0.0,G0,12,12,0.345945946,-1.061472742,-1.061472742,0.0,0.0,0.0,11
80,G0,1,0.0,G0,12,12,0.542635659,-0.611317162,-0.611317162,0.0,0.0,0.0,11
81,G0,1,0.0,G0,12,12,0.451219512,-0.795801335,-0.795801335,0.0,0.0,0.0,11
82,G0,1,0.0,G0,12,12,0.309677419,-1.172224106,-1.172224106,0.0,0.0,0.0,11
83,G0,1,0.0,G0,12,12,1.670212766,0.512951023,0.512951023,0.0,0.0,0.0,11
84,G0,1,0.0,G0,13,13,10.0,2.302585093,2.302585093,0.0,0.0,0.0,12
85,G0,1,0.0,G0,13,13,0.709677419,-0.342944751,-0.342944751,0.0,0.0,0.0,12
86,G0,1,0.0,G0,13,13,0.628571429,-0.464305608,-0.464305608,0.0,0.0,0.0,12
87,G0,1,0.0,G0,13,13,0.44375,-0.812493938,-0.812493938,0.0,0.0,0.0,12
89,G0,1,0.0,G0,13,13,0.401408451,-0.91277579,-0.91277579,0.0,0.0,0.0,12
90,G0,1,0.0,G0,13,13,0.328947368,-1.111857515,-1.111857515,0.0,0.0,0.0,12
91,G0,1,0.0,G0,14,14,0.744186047,-0.295464213,-0.295464213,0.0,0.0,0.0,13
92,G0,1,0.0,G0,14,14,0.5234375,-0.647337645,-0.647337645,0.0,0.0,0.0,13
93,G0,1,0.0,G0,14,14,0.267973856,-1.316865855,-1.316865855,0.0,0.0,0.0,13
94,G0,1,0.0,G0,14,14,2.888888889,1.060871961,1.060871961,0.0,0.0,0.0,13
95,G0,1,0.0,G0,14,14,0.921568627,-0.081678031,-0.081678031,0.0,0.0,0.0,13
96,G0,1,0.0,G0,14,14,0.650273224,-0.43036266,-0.43036266,0.0,0.0,0.0,13
97,G0,1,0.0,G0,14,14,0.547297297,-0.602763119,-0.602763119,0.0,0.0,0.0,13
98,G0,1,0.0,G0,15,15,0.834586466,-0.180818927,-0.180818927,0.0,0.0,0.0,14
99,G0,1,0.0,G0,15,15,0.319727891,-1.140284985,-1.140284985,0.0,0.0,0.0,14
100,G0,1,0.0,G0,15,15,0.275280899,-1.289963252,-1.289963252,0.0,0.0,0.0,14
101,G0,1,0.0,G0,15,15,0.472636816,-0.749428016,-0.749428016,0.0,0.0,0.0,14
102,G0,1,0.0,G0,15,15,0.353658537,-1.039423417,-1.039423417,0.0,0.0,0.0,14
103,G0,1,0.0,G0,15,15,0.573529412,-0.555946059,-0.555946059,0.0,0.0,0.0,14
104,G0,1,0.0,G0,15,15,0.810344828,-0.210295409,-0.210295409,0.0,0.0,0.0,14
105,G0,1,0.0,G0,16,16,0.452702703,-0.792519654,-0.792519654,0.0,0.0,0.0,15
106,G0,1,0.0,G0,16,16,0.240641711,-1.424446127,-1.424446127,0.0,0.0,0.0,15
107,G0,1,0.0,G0,16,16,0.4,-0.916290732,-0.916290732,0.0,0.0,0.0,15
108,G0,1,0.0,G0,16,16,0.221518987,-1.507246972,-1.507246972,0.0,0.0,0.0,15
109,G0,1,0.0,G0,16,16,0.483660131,-0.726372828,-0.726372828,0.0,0.0,0.0,15
110,G0,1,0.0,G0,16,16,0.433333333,-0.836248024,-0.836248024,0.0,0.0,0.0,15
111,G0,1,0.0,G0,16,16,0.571428571,-0.559615788,-0.559615788,0.0,0.0,0.0,15
112,G0,1,0.0,G0,17,17,1.428571429,0.356674944,0.356674944,0.0,0.0,0.0,16
113,G0,1,0.0,G0,17,17,0.276470588,-1.285650835,-1.285650835,0.0,0.0,0.0,16
114,G0,1,0.0,G0,17,17,0.852941176,-0.159064695,-0.159064695,0.0,0.0,0.0,16
115,G0,1,0.0,G0,17,17,0.745098039,-0.294239473,-0.294239473,0.0,0.0,0.0,16
116,G0,1,0.0,G0,17,17,0.54,-0.616186139,-0.616186139,0.0,0.0,0.0,16
117,G0,1,0.0,G0,17,17,0.158974359,-1.839012354,-1.839012354,0.0,0.0,0.0,16
118,G0,1,0.0,G0,17,17,1.850746269,0.615588946,0.615588946,0.0,0.0,0.0,16
119,G0,1,0.0,G0,18,18,5.4375,1.693319396,1.693319396,0.0,0.0,0.0,17
120,G0,1,0.0,G0,18,18,0.064864865,-2.735449175,-2.735449175,0.0,0.0,0.0,17
121,G0,1,0.0,G0,18,18,0.927272727,-0.075507553,-0.075507553,0.0,0.0,0.0,17
122,G0,1,0.0,G0,18,18,0.666666667,-0.405465108,-0.405465108,0.0,0.0,0.0,17
123,G0,1,0.0,G0,18,18,0.535947712,-0.623718674,-0.623718674,0.0,0.0,0.0,17
124,G0,1,0.0,G0,18,18,1.378640777,0.321098069,0.321098069,0.0,0.0,0.0,17
125,G0,1,0.0,G0,18,18,1.431818182,0.358945092,0.358945092,0.0,0.0,0.0,17
126,G0,1,0.0,G0,19,19,1.679487179,0.518488497,0.518488497,0.0,0.0,0.0,18
127,G0,1,0.0,G0,19,19,0.836206897,-0.178879213,-0.178879213,0.0,0.0,0.0,18
128,G0,1,0.0,G0,19,19,1.384615385,0.3254224,0.3254224,0.0,0.0,0.0,18
129,G0,1,0.0,G0,19,19,13.07142857,2.570428823,2.570428823,0.0,0.0,0.0,18
130,G0,1,0.0,G0,19,19,0.067264574,-2.69912157,-2.69912157,0.0,0.0,0.0,18
131,G0,1,0.0,G0,19,19,0.935779817,-0.066375069,-0.066375069,0.0,0.0,0.0,18
132,G0,1,0.0,G0,19,19,2.472972973,0.90542106,0.90542106,0.0,0.0,0.0,18
133,G0,1,0.0,G0,20,20,0.892561983,-0.113659318,-0.113659318,0.0,0.0,0.0,19
134,G0,1,0.0,G0,20,20,1.103092784,0.098117856,0.098117856,0.0,0.0,0.0,19
135,G0,1,0.0,G0,20,20,1.506493506,0.409784769,0.409784769,0.0,0.0,0.0,19
136,G0,1,0.0,G0,20,20,0.565217391,-0.570544858,-0.570544858,0.0,0.0,0.0,19
137,G0,1,0.0,G0,20,20,0.493670886,-0.705886206,-0.705886206,0.0,0.0,0.0,19
138,G0,1,0.0,G0,20,20,0.616,-0.484508315,-0.484508315,0.0,0.0,0.0,19
140,G0,2,0.0,G0,1,1,0.330357143,-1.107580959,-1.107580959,0.0,0.0,0.0,0
142,G0,2,0.0,G0,1,1,0.666666667,-0.405465108,-0.405465108,0.0,0.0,0.0,0
143,G0,2,0.0,G0,1,1,0.106666667,-2.238046572,-2.238046572,0.0,0.0,0.0,0
144,G0,2,0.0,G0,1,1,0.117647059,-2.140066163,-2.140066163,0.0,0.0,0.0,0
145,G0,2,0.0,G0,1,1,0.237179487,-1.438938095,-1.438938095,0.0,0.0,0.0,0
146,G0,2,0.0,G0,1,1,0.774193548,-0.255933374,-0.255933374,0.0,0.0,0.0,0
147,G0,2,0.0,G0,2,2,0.622377622,-0.474208261,-0.474208261,0.0,0.0,0.0,1
148,G0,2,0.0,G0,2,2,0.4375,-0.826678573,-0.826678573,0.0,0.0,0.0,1
149,G0,2,0.0,G0,2,2,0.375,-0.980829253,-0.980829253,0.0,0.0,0.0,1
150,G0,2,0.0,G0,2,2,1.416666667,0.348306694,0.348306694,0.0,0.0,0.0,1
151,G0,2,0.0,G0,2,2,0.333333333,-1.098612289,-1.098612289,0.0,0.0,0.0,1
153,G0,2,0.0,G0,2,2,3.64,1.291983682,1.291983682,0.0,0.0,0.0,1
154,G0,2,0.0,G0,3,3,0.379746835,-0.968250471,-0.968250471,0.0,0.0,0.0,2
155,G0,2,0.0,G0,3,3,0.702898551,-0.352542707,-0.352542707,0.0,0.0,0.0,2
156,G0,2,0.0,G0,3,3,1.425925926,0.354821375,0.354821375,0.0,0.0,0.0,2
158,G0,2,0.0,G0,3,3,0.8125,-0.207639365,-0.207639365,0.0,0.0,0.0,2
159,G0,2,0.0,G0,3,3,0.4375,-0.826678573,-0.826678573,0.0,0.0,0.0,2
160,G0,2,0.0,G0,3,3,0.578947368,-0.546543706,-0.546543706,0.0,0.0,0.0,2
161,G0,2,0.0,G0,4,4,12.5,2.525728644,2.525728644,0.0,0.0,0.0,3
162,G0,2,0.0,G0,4,4,0.424657534,-0.856472237,-0.856472237,0.0,0.0,0.0,3
163,G0,2,0.0,G0,4,4,0.875,-0.133531393,-0.133531393,0.0,0.0,0.0,3
164,G0,2,0.0,G0,4,4,0.290322581,-1.236762627,-1.236762627,0.0,0.0,0.0,3
165,G0,2,0.0,G0,4,4,0.692307692,-0.36772478,-0.36772478,0.0,0.0,0.0,3
166,G0,2,0.0,G0,4,4,1.307692308,0.268263987,0.268263987,0.0,0.0,0.0,3
167,G0,2,0.0,G0,4,4,1.142857143,0.133531393,0.133531393,0.0,0.0,0.0,3
168,G0,2,0.0,G0,5,5,0.680412371,-0.385056236,-0.385056236,0.0,0.0,0.0,4
169,G0,2,0.0,G0,5,5,0.553030303,-0.592342481,-0.592342481,0.0,0.0,0.0,4
170,G0,2,0.0,G0,5,5,2.0,0.693147181,0.693147181,0.0,0.0,0.0,4
171,G0,2,0.0,G0,5,5,3.4,1.223775432,1.223775432,0.0,0.0,0.0,4
172,G0,2,0.0,G0,5,5,0.481132075,-0.731613461,-0.731613461,0.0,0.0,0.0,4
173,G0,2,0.0,G0,5,5,0.261682243,-1.340624324,-1.340624324,0.0,0.0,0.0,4
174,G0,2,0.0,G0,5,5,0.746268657,-0.292669614,-0.292669614,0.0,0.0,0.0,4
175,G0,2,0.0,G0,6,6,4.6875,1.544899391,1.544899391,0.0,0.0,0.0,5
176,G0,2,0.0,G0,6,6,0.739837398,-0.301324849,-0.301324849,0.0,0.0,0.0,5
177,G0,2,0.0,G0,6,6,4.666666667,1.540445041,1.540445041,0.0,0.0,0.0,5
178,G0,2,0.0,G0,6,6,1.0,0.0,0.0,0.0,0.0,0.0,5
179,G0,2,0.0,G0,6,6,0.5234375,-0.647337645,-0.647337645,0.0,0.0,0.0,5
180,G0,2,0.0,G0,6,6,0.952941176,-0.048202102,-0.048202102,0.0,0.0,0.0,5
181,G0,2,0.0,G0,6,6,0.684210526,-0.379489622,-0.379489622,0.0,0.0,0.0,5
182,G0,2,0.0,G0,7,7,1.75,0.559615788,0.559615788,0.0,0.0,0.0,6
183,G0,2,0.0,G0,7,7,4.045454545,1.397593916,1.397593916,0.0,0.0,0.0,6
184,G0,2,0.0,G0,7,7,0.485981308,-0.721585116,-0.721585116,0.0,0.0,0.0,6
185,G0,2,0.0,G0,7,7,0.401709402,-0.912026333,-0.912026333,0.0,0.0,0.0,6
186,G0,2,0.0,G0,7,7,0.770491803,-0.260726262,-0.260726262,0.0,0.0,0.0,6
187,G0,2,0.0,G0,7,7,0.517241379,-0.659245629,-0.659245629,0.0,0.0,0.0,6
188,G0,2,0.0,G0,7,7,0.531914894,-0.631271777,-0.631271777,0.0,0.0,0.0,6
189,G0,2,0.0,G0,8,8,0.578512397,-0.547295304,-0.547295304,0.0,0.0,0.0,7
190,G0,2,0.0,G0,8,8,0.726190476,-0.319942935,-0.319942935,0.0,0.0,0.0,7
192,G0,2,0.0,G0,8,8,6.388888889,1.85456037,1.85456037,0.0,0.0,0.0,7
193,G0,2,0.0,G0,8,8,0.47826087,-0.737598943,-0.737598943,0.0,0.0,0.0,7
194,G0,2,0.0,G0,8,8,0.337579618,-1.085953892,-1.085953892,0.0,0.0,0.0,7
195,G0,2,0.0,G0,8,8,0.55,-0.597837001,-0.597837001,0.0,0.0,0.0,7
197,G0,2,0.0,G0,9,9,0.871794872,-0.137201122,-0.137201122,0.0,0.0,0.0,8
198,G0,2,0.0,G0,9,9,0.738095238,-0.303682414,-0.303682414,0.0,0.0,0.0,8
199,G0,2,0.0,G0,9,9,0.902439024,-0.102654154,-0.102654154,0.0,0.0,0.0,8
200,G0,2,0.0,G0,9,9,0.252293578,-1.377161878,-1.377161878,0.0,0.0,0.0,8
201,G0,2,0.0,G0,9,9,1.625,0.485507816,0.485507816,0.0,0.0,0.0,8
202,G0,2,0.0,G0,9,9,1.368421053,0.313657559,0.313657559,0.0,0.0,0.0,8
204,G0,2,0.0,G0,10,10,0.828571429,-0.188052232,-0.188052232,0.0,0.0,0.0,9
205,G0,2,0.0,G0,10,10,2.333333333,0.84729786,0.84729786,0.0,0.0,0.0,9
206,G0,2,0.0,G0,10,10,0.3,-1.203972804,-1.203972804,0.0,0.0,0.0,9
207,G0,2,0.0,G0,10,10,0.288590604,-1.24274619,-1.24274619,0.0,0.0,0.0,9
208,G0,2,0.0,G0,10,10,0.315789474,-1.15267951,-1.15267951,0.0,0.0,0.0,9
209,G0,2,0.0,G0,10,10,0.587628866,-0.531659711,-0.531659711,0.0,0.0,0.0,9
210,G0,2,0.0,G0,11,11,1.010309278,0.0102565,0.0102565,0.0,0.0,0.0,10
212,G0,2,0.0,G0,11,11,0.48125,-0.731368393,-0.731368393,0.0,0.0,0.0,10
215,G0,2,0.0,G0,11,11,17.0,2.833213344,2.833213344,0.0,0.0,0.0,10
216,G0,2,0.0,G0,11,11,0.612903226,-0.489548225,-0.489548225,0.0,0.0,0.0,10
217,G0,2,0.0,G0,12,12,0.638554217,-0.448548694,-0.448548694,0.0,0.0,0.0,11
218,G0,2,0.0,G0,12,12,0.777777778,-0.251314428,-0.251314428,0.0,0.0,0.0,11
219,G0,2,0.0,G0,12,12,0.203389831,-1.592630794,-1.592630794,0.0,0.0,0.0,11
220,G0,2,0.0,G0,12,12,0.556338028,-0.586379205,-0.586379205,0.0,0.0,0.0,11
221,G0,2,0.0,G0,12,12,7.0,1.945910149,1.945910149,0.0,0.0,0.0,11
222,G0,2,0.0,G0,12,12,1.270833333,0.239672853,0.239672853,0.0,0.0,0.0,11
223,G0,2,0.0,G0,12,12,1.131578947,0.123613956,0.123613956,0.0,0.0,0.0,11
224,G0,2,0.0,G0,13,13,0.148148148,-1.909542505,-1.909542505,0.0,0.0,0.0,12
225,G0,2,0.0,G0,13,13,0.428571429,-0.84729786,-0.84729786,0.0,0.0,0.0,12
226,G0,2,0.0,G0,13,13,0.466666667,-0.762140052,-0.762140052,0.0,0.0,0.0,12
227,G0,2,0.0,G0,13,13,0.227272727,-1.481604541,-1.481604541,0.0,0.0,0.0,12
229,G0,2,0.0,G0,13,13,0.165803109,-1.796954286,-1.796954286,0.0,0.0,0.0,12
230,G0,2,0.0,G0,13,13,3.15,1.147402453,1.147402453,0.0,0.0,0.0,12
231,G0,2,0.0,G0,14,14,0.833333333,-0.182321557,-0.182321557,0.0,0.0,0.0,13
232,G0,2,0.0,G0,14,14,0.617647059,-0.481838087,-0.481838087,0.0,0.0,0.0,13
234,G0,2,0.0,G0,14,14,0.671497585,-0.39824486,-0.39824486,0.0,0.0,0.0,13
235,G0,2,0.0,G0,14,14,0.379310345,-0.969400557,-0.969400557,0.0,0.0,0.0,13
236,G0,2,0.0,G0,14,14,0.083333333,-2.48490665,-2.48490665,0.0,0.0,0.0,13
237,G0,2,0.0,G0,14,14,3.666666667,1.299282984,1.299282984,0.0,0.0,0.0,13
238,G0,2,0.0,G0,15,15,0.664233577,-0.409121419,-0.409121419,0.0,0.0,0.0,14
239,G0,2,0.0,G0,15,15,0.546099291,-0.604954469,-0.604954469,0.0,0.0,0.0,14
240,G0,2,0.0,G0,15,15,9.0,2.197224577,2.197224577,0.0,0.0,0.0,14
241,G0,2,0.0,G0,15,15,0.390070922,-0.941426705,-0.941426705,0.0,0.0,0.0,14
242,G0,2,0.0,G0,15,15,0.45,-0.798507696,-0.798507696,0.0,0.0,0.0,14
243,G0,2,0.0,G0,15,15,0.423076923,-0.860201265,-0.860201265,0.0,0.0,0.0,14
245,G0,2,0.0,G0,16,16,0.548780488,-0.600056757,-0.600056757,0.0,0.0,0.0,15
246,G0,2,0.0,G0,16,16,0.659574468,-0.416160397,-0.416160397,0.0,0.0,0.0,15
247,G0,2,0.0,G0,16,16,0.5,-0.693147181,-0.693147181,0.0,0.0,0.0,15
248,G0,2,0.0,G0,16,16,1.6,0.470003629,0.470003629,0.0,0.0,0.0,15
250,G0,2,0.0,G0,16,16,0.95412844,-0.046956983,-0.046956983,0.0,0.0,0.0,15
251,G0,2,0.0,G0,16,16,2.181818182,0.780158558,0.780158558,0.0,0.0,0.0,15
252,G0,2,0.0,G0,17,17,0.810126582,-0.210564769,-0.210564769,0.0,0.0,0.0,16
253,G0,2,0.0,G0,17,17,2.441176471,0.892480083,0.892480083,0.0,0.0,0.0,16
255,G0,2,0.0,G0,17,17,1.666666667,0.510825624,0.510825624,0.0,0.0,0.0,16
257,G0,2,0.0,G0,17,17,0.550458716,-0.59700332,-0.59700332,0.0,0.0,0.0,16
258,G0,2,0.0,G0,17,17,0.125,-2.079441542,-2.079441542,0.0,0.0,0.0,16
259,G0,2,0.0,G0,18,18,0.168224299,-1.782457077,-1.782457077,0.0,0.0,0.0,17
260,G0,2,0.0,G0,18,18,0.380952381,-0.965080896,-0.965080896,0.0,0.0,0.0,17
261,G0,2,0.0,G0,18,18,0.823529412,-0.194156014,-0.194156014,0.0,0.0,0.0,17
262,G0,2,0.0,G0,18,18,1.705882353,0.534082486,0.534082486,0.0,0.0,0.0,17
265,G0,2,0.0,G0,18,18,1.0,0.0,0.0,0.0,0.0,0.0,17
266,G0,2,0.0,G0,19,19,0.524590164,-0.645137961,-0.645137961,0.0,0.0,0.0,18
267,G0,2,0.0,G0,19,19,1.3,0.262364264,0.262364264,0.0,0.0,0.0,18
268,G0,2,0.0,G0,19,19,0.5078125,-0.677642994,-0.677642994,0.0,0.0,0.0,18
269,G0,2,0.0,G0,19,19,1.871794872,0.626897795,0.626897795,0.0,0.0,0.0,18
270,G0,2,0.0,G0,19,19,6.5,1.871802177,1.871802177,0.0,0.0,0.0,18
271,G0,2,0.0,G0,19,19,7.0,1.945910149,1.945910149,0.0,0.0,0.0,18
273,G0,2,0.0,G0,20,20,0.547008547,-0.603290851,-0.603290851,0.0,0.0,0.0,19
274,G0,2,0.0,G0,20,20,0.183486239,-1.695615609,-1.695615609,0.0,0.0,0.0,19
275,G0,2,0.0,G0,20,20,0.857142857,-0.15415068,-0.15415068,0.0,0.0,0.0,19
276,G0,2,0.0,G0,20,20,0.43,-0.84397007,-0.84397007,0.0,0.0,0.0,19
277,G0,2,0.0,G0,20,20,1.166666667,0.15415068,0.15415068,0.0,0.0,0.0,19
278,G0,2,0.0,G0,20,20,3.0,1.098612289,1.098612289,0.0,0.0,0.0,19
279,G0,2,0.0,G0,20,20,3.411764706,1.227229666,1.227229666,0.0,0.0,0.0,19
280,G0,3,0.0,G0,1,1,0.121212121,-2.1102132,-2.1102132,0.0,0.0,0.0,0
282,G0,3,0.0,G0,1,1,0.255434783,-1.364788156,-1.364788156,0.0,0.0,0.0,0
283,G0,3,0.0,G0,1,1,0.377659574,-0.973762086,-0.973762086,0.0,0.0,0.0,0
