"Sample","GC_to_AT","GC_to_CG","GC_to_TA","AT_to_GC","AT_to_CG","AT_to_TA","Total.snp","Coverage","Deletions","Insertions","Total.indels","Total_mutations"
"E400_POOLRET72_S275_L002",9,7,0,7,1,5,29,0.969513942,5,1,6,35
"E401_POOLRET73_S389_L003",4,2,0,4,0,7,17,0.749102134,5,2,7,24
"E402_POOLRET72_S359_L002",9,2,4,2,1,4,22,0.906996014,1,3,4,26
"E403_POOLRET73_S421_L003",8,2,2,3,5,8,28,0.828891157,6,1,7,35
"E404_POOLRET72_S280_L002",8,0,4,2,2,3,19,0.90378869,3,1,4,23
"E406_POOLRET73_S403_L003",5,5,3,3,3,7,26,0.929086268,6,4,10,36
"E407_POOLRET73_S467_L003",6,4,1,5,1,4,21,0.930587039,4,3,7,28
"E408_POOLRET72_S251_L002",6,2,1,0,0,7,16,0.970537142,3,3,6,22
"E410_POOLRET73_S390_L003",3,3,2,6,2,2,18,0.955425941,7,3,10,28
"E411_POOLRET72_S300_L002",6,5,1,4,2,10,28,0.823815823,3,1,4,32
"E414_POOLRET72_S368_L002",13,0,1,2,2,9,27,0.939628016,4,1,5,32
"E415_POOLRET72_S354_L002",8,0,2,0,1,7,18,0.920984082,1,1,2,20
"E416_POOLRET73_S423_L003",6,2,3,0,1,3,15,0.934357391,0,2,2,17
"E417_POOLRET73_S445_L003",5,6,4,5,1,4,25,0.758117095,4,3,7,32
"E418_POOLRET73_S500_L003",9,1,2,7,2,9,30,0.93812175,5,2,7,37
"E419_POOLRET73_S523_L003",2,2,5,6,5,5,25,0.869721808,10,4,14,39
"E420_POOLRET72_S210_L002",8,3,4,6,3,8,32,0.946096002,2,1,3,35
"E421_POOLRET73_S567_L003",8,2,3,3,2,5,23,0.865003681,5,1,6,29
"E422_POOLRET73_S561_L003",2,0,3,2,1,8,16,0.915884208,3,3,6,22
"E424_POOLRET72_S370_L002",6,2,4,5,1,10,28,0.935878096,3,3,6,34
"E425_POOLRET73_S563_L003",3,0,4,5,1,9,22,0.95143863,8,3,11,33
"E426_POOLRET72_S234_L002",4,0,6,7,1,5,23,0.9463586,10,33,43,66
"E429_POOLRET73_S533_L003",7,2,5,4,1,6,25,0.944404735,3,0,3,28
"E430_POOLRET72_S380_L002",2,0,4,3,0,2,11,0.956092432,1,1,2,13
"E431_POOLRET73_S454_L003",13,1,2,2,4,2,24,0.957279073,5,4,9,33
"E432_POOLRET72_S367_L002",5,1,2,4,1,3,16,0.777747294,2,0,2,18
"E433_POOLRET72_S200_L002",8,0,2,0,2,5,17,0.823912845,3,3,6,23
"E434_POOLRET72_S202_L002",16,4,3,5,3,9,40,0.777353911,8,1,9,49
"E435_POOLRET72_S378_L002",2,4,6,2,3,6,23,0.730347657,3,2,5,28
"E436_POOLRET72_S320_L002",6,4,3,3,4,3,23,0.961339145,3,2,5,28
"E437_POOLRET72_S315_L002",8,1,1,4,1,6,21,0.934819258,2,0,2,23
"E438_POOLRET72_S246_L002",5,3,1,1,3,11,24,0.971760877,13,2,15,39
"E439_POOLRET73_S425_L003",2,0,3,1,0,4,10,0.904403779,1,2,3,13
"E440_POOLRET73_S385_L003",6,3,2,3,0,4,18,0.913801812,2,0,2,20
"E441_POOLRET72_S363_L002",6,1,3,2,1,7,20,0.934730742,6,2,8,28
"E442_POOLRET72_S350_L002",5,2,7,7,3,5,29,0.944196851,6,0,6,35
"E444_POOLRET73_S442_L003",9,3,1,1,3,6,23,0.947487975,3,2,5,28
"E445_POOLRET73_S401_L003",7,3,3,3,0,7,23,0.942753166,3,2,5,28
"E447_POOLRET73_S430_L003",12,0,2,2,1,8,25,0.932121754,2,2,4,29
"E448_POOLRET73_S543_L003",8,2,2,6,2,4,24,0.953910072,3,1,4,28
"E451_POOLRET72_S252_L002",3,3,4,3,1,2,16,0.809340969,3,2,5,21
"E456_POOLRET72_S356_L002",2,1,1,3,1,2,10,0.939455929,6,3,9,19
"E457_POOLRET73_S512_L003",4,1,3,2,2,7,19,0.873491651,2,3,5,24
"E465_POOLRET72_S366_L002",9,2,5,3,6,5,30,0.761553992,0,7,7,37
"E467_POOLRET72_S201_L002",4,1,1,4,2,3,15,0.84430228,1,2,3,18
"E468_POOLRET73_S562_L003",1,1,0,3,2,5,12,0.711131273,4,1,5,17
"E469_POOLRET72_S383_L002",7,0,4,0,0,4,15,0.594894426,3,3,6,21
"E470_POOLRET72_S323_L002",5,2,1,3,4,5,20,0.959252082,5,3,8,28
"E471_POOLRET73_S483_L003",4,3,2,4,2,9,24,0.88022047,4,1,5,29
"E473_POOLRET72_S263_L002",5,2,4,3,2,2,18,0.833646279,1,1,2,20
"E474_POOLRET72_S266_L002",6,2,3,0,4,5,20,0.957659075,2,2,4,24
"E475_POOLRET72_S196_L002",6,1,1,3,0,5,16,0.683698052,0,1,1,17
"E476_POOLRET72_S362_L002",12,4,2,5,3,8,34,0.960460003,2,1,3,37
"E481_POOLRET72_S296_L002",8,0,3,1,0,3,15,0.90270285,3,1,4,19
"E482_POOLRET73_S468_L003",9,1,1,3,0,10,24,0.952264994,6,3,9,33
"E483_POOLRET72_S381_L002",4,3,4,5,6,11,33,0.954836469,6,6,12,45
"E485_POOLRET72_S372_L002",8,5,4,8,1,6,32,0.821394677,5,2,7,39
"E486_POOLRET73_S531_L003",4,1,8,4,6,4,27,0.896482615,7,1,8,35
"E488_POOLRET72_S195_L002",6,4,4,4,3,9,30,0.943427584,7,4,11,41
"E489_POOLRET73_S488_L003",11,2,1,2,2,4,22,0.812021732,0,1,1,23
"E490_POOLRET72_S288_L002",7,3,3,2,1,2,18,0.896029862,2,0,2,20
"E491_POOLRET72_S214_L002",9,1,2,3,4,3,22,0.883829115,3,2,5,27
"E492_POOLRET73_S508_L003",5,1,2,2,2,8,20,0.861027409,6,2,8,28
"E493_POOLRET72_S227_L002",7,5,4,6,0,6,28,0.972312986,3,1,4,32
"E495_POOLRET72_S211_L002",8,3,0,7,2,9,29,0.92042989,2,4,6,35
"E496_POOLRET73_S535_L003",7,0,1,1,4,5,18,0.708326635,6,1,7,25
"E497_POOLRET73_S392_L003",12,2,7,2,5,8,36,0.941820716,6,3,9,45
"E499_POOLRET72_S231_L002",5,4,2,2,0,2,15,0.815676823,3,0,3,18
"H7GWFDSX7_E405_POOLRET74",12,3,1,0,2,6,24,0.975882094,10,10,20,44
"H7GWFDSX7_E412_POOLRET74",5,2,3,0,3,4,17,0.945762437,8,2,10,27
"H7GWFDSX7_E413_POOLRET74",2,2,1,3,2,7,17,0.9053391,3,7,10,27
"H7GWFDSX7_E423_POOLRET74",12,4,3,4,2,8,33,0.958716317,2,2,4,37
"H7GWFDSX7_E427_POOLRET74",7,1,5,1,3,10,27,0.912185432,6,1,7,34
"H7GWFDSX7_E428_POOLRET74",12,1,2,3,2,4,24,0.976327498,8,2,10,34
"H7GWFDSX7_E443_POOLRET74",6,2,2,5,2,7,24,0.976935547,4,4,8,32
"H7GWFDSX7_E446_POOLRET74",12,6,10,9,5,5,47,0.976929045,8,10,18,65
"H7GWFDSX7_E449_POOLRET74",5,3,5,4,2,4,23,0.809494101,4,1,5,28
"H7GWFDSX7_E450_POOLRET74",8,1,3,6,0,8,26,0.974346263,7,1,8,34
"H7GWFDSX7_E452_POOLRET74",9,3,2,3,3,2,22,0.903529173,3,3,6,28
"H7GWFDSX7_E453_POOLRET74",7,3,4,2,3,7,26,0.909042972,5,7,12,38
"H7GWFDSX7_E454_POOLRET74",7,0,3,5,1,2,18,0.825638363,4,3,7,25
"H7GWFDSX7_E455_POOLRET74",15,0,2,2,6,10,35,0.932200219,2,2,4,39
"H7GWFDSX7_E458_POOLRET74",5,4,4,1,2,4,20,0.568417187,4,3,7,27
"H7GWFDSX7_E459_POOLRET74",11,5,4,5,3,6,34,0.952239457,6,2,8,42
"H7GWFDSX7_E460_POOLRET74",9,2,5,5,3,7,31,0.976029372,10,3,13,44
"H7GWFDSX7_E461_POOLRET74",9,0,8,3,1,12,33,0.953559715,2,2,4,37
"H7GWFDSX7_E462_POOLRET74",9,2,3,3,1,13,31,0.919012479,3,7,10,41
"H7GWFDSX7_E463_POOLRET74",5,0,4,5,3,11,28,0.976506675,10,2,12,40
"H7GWFDSX7_E464_POOLRET74",5,4,4,3,2,9,27,0.952224908,4,2,6,33
"H7GWFDSX7_E466_POOLRET74",5,1,1,5,1,8,21,0.867845073,5,4,9,30
"H7GWFDSX7_E472_POOLRET74",2,1,1,2,2,6,14,0.973469005,4,3,7,21
"H7GWFDSX7_E477_POOLRET74",8,5,3,2,2,6,26,0.953206427,9,1,10,36
"H7GWFDSX7_E478_POOLRET74",4,3,5,4,2,9,27,0.972835898,8,2,10,37
"H7GWFDSX7_E479_POOLRET74",10,3,1,5,1,6,26,0.937390255,5,2,7,33
"H7GWFDSX7_E480_POOLRET74",8,3,3,2,1,6,23,0.882051595,4,1,5,28
"H7GWFDSX7_E484_POOLRET74",7,3,2,2,2,6,22,0.951846582,4,1,5,27
"H7GWFDSX7_E487_POOLRET74",8,0,3,5,2,2,20,0.852438727,3,1,4,24
"H7GWFDSX7_E494_POOLRET74",10,0,2,3,0,13,28,0.972975279,5,1,6,34
"H7GWFDSX7_E498_POOLRET74",5,2,3,3,0,11,24,0.933806728,12,5,17,41
"G201_POOLRET73_S509_L003",5,1,2,6,1,6,21,0.749102134,1,4,5,26
"G202_POOLRET73_S446_L003",3,3,4,2,1,5,18,0.906996014,1,3,4,22
"G203_POOLRET72_S273_L002",6,0,3,2,2,4,17,0.828891157,2,4,6,23
"G204_POOLRET73_S504_L003",5,0,1,5,3,9,23,0.90378869,2,1,3,26
"G206_POOLRET73_S465_L003",6,4,1,3,3,10,27,0.929086268,4,4,8,35
"G209_POOLRET72_S352_L002",17,6,8,6,3,11,51,92,6,4,10,61
"G210_POOLRET73_S494_L003",6,1,1,4,2,5,19,0.955425941,2,2,4,23
"G211_POOLRET73_S395_L003",6,3,4,3,2,6,24,0.823815823,6,1,7,31
"G212_POOLRET73_S396_L003",14,1,1,1,1,5,23,0.945762437,1,4,5,28
"G213_POOLRET72_S193_L002",7,0,2,3,2,5,19,0.9053391,2,2,4,23
"G214_POOLRET72_S332_L002",7,2,3,7,2,3,24,0.939628016,4,2,6,30
"G215_POOLRET72_S264_L002",10,1,0,2,4,8,25,0.920984082,2,2,4,29
"G216_POOLRET73_S502_L003",2,0,2,0,1,2,7,0.934357391,0,0,0,7
"G217_POOLRET73_S397_L003",6,1,2,4,0,1,14,0.758117095,2,0,2,16
"G218_POOLRET73_S521_L003",4,0,2,1,2,6,15,0.93812175,4,2,6,21
"G219_POOLRET73_S574_L003",6,2,0,3,2,4,17,0.869721808,3,0,3,20
"G221_POOLRET72_S308_L002",1,1,3,2,0,9,16,0.865003681,4,3,7,23
"G222_POOLRET72_S297_L002",4,5,3,2,1,2,17,0.915884208,7,7,14,31
"G223_POOLRET73_S451_L003",6,5,4,5,3,6,29,0.958716317,4,1,5,34
"G224_POOLRET73_S441_L003",6,1,3,2,2,8,22,0.935878096,3,1,4,26
"G226_POOLRET72_S258_L002",6,1,4,5,0,2,18,0.9463586,6,41,47,65
"G227_POOLRET72_S377_L002",10,0,5,4,2,7,28,0.912185432,1,3,4,32
"G229_POOLRET73_S539_L003",5,2,4,4,1,2,18,0.944404735,5,1,6,24
"G230_POOLRET73_S458_L003",4,0,2,2,1,1,10,0.956092432,2,0,2,12
"G231_POOLRET73_S457_L003",7,2,2,1,2,3,17,0.957279073,5,2,7,24
"G232_POOLRET73_S558_L003",4,1,3,2,0,5,15,0.777747294,2,1,3,18
"G233_POOLRET72_S242_L002",8,1,0,0,4,4,17,0.823912845,1,1,2,19
"G234_POOLRET72_S215_L002",1,2,1,1,1,1,7,0.777353911,4,0,4,11
"G235_POOLRET73_S570_L003",8,2,1,0,3,0,14,0.730347657,1,2,3,17
"G237_POOLRET72_S307_L002",2,0,3,6,2,4,17,0.934819258,1,5,6,23
"G239_POOLRET73_S444_L003",0,1,2,1,1,4,9,0.904403779,2,0,2,11
"G241_POOLRET73_S452_L003",8,1,1,2,0,3,15,0.934730742,6,0,6,21
"G242_POOLRET72_S286_L002",4,0,2,3,1,5,15,0.944196851,4,1,5,20
"G244_POOLRET73_S408_L003",6,4,2,1,0,5,18,0.947487975,4,7,11,29
"G245_POOLRET73_S519_L003",11,1,1,4,5,8,30,0.942753166,1,0,1,31
"G247_POOLRET73_S530_L003",4,2,2,1,4,1,14,0.932121754,0,2,2,16
"G248_POOLRET73_S387_L003",5,1,2,1,0,3,12,0.953910072,4,1,5,17
"G249_POOLRET72_S198_L002",5,1,3,1,1,3,14,0.809494101,3,0,3,17
"G252_POOLRET73_S481_L003",10,5,2,2,1,4,24,0.903529173,4,3,7,31
"G253_POOLRET73_S431_L003",7,2,2,2,6,1,20,0.909042972,3,2,5,25
"G254_POOLRET73_S447_L003",2,0,1,3,1,5,12,0.825638363,1,0,1,13
"G255_POOLRET72_S237_L002",7,2,3,2,3,9,26,0.932200219,2,2,4,30
"G257_POOLRET73_S540_L003",6,3,2,5,3,4,23,0.873491651,5,3,8,31
"G258_POOLRET73_S473_L003",7,4,3,1,0,3,18,0.568417187,1,2,3,21
"G259_POOLRET73_S428_L003",7,4,2,1,2,3,19,0.952239457,4,2,6,25
"G261_POOLRET72_S254_L002",9,1,5,5,1,7,28,0.953559715,1,2,3,31
"G262_POOLRET73_S394_L003",4,1,4,7,1,7,24,0.919012479,4,3,7,31
"G264_POOLRET73_S470_L003",6,0,4,5,6,3,24,0.952224908,8,6,14,38
"G265_POOLRET72_S298_L002",7,2,3,4,3,2,21,0.761553992,3,3,6,27
"G266_POOLRET73_S407_L003",5,2,4,1,2,6,20,0.867845073,4,2,6,26
"G268_POOLRET72_S342_L002",7,2,2,4,3,4,22,0.711131273,2,1,3,25
"G269_POOLRET73_S573_L003",4,2,4,3,0,2,15,0.594894426,0,0,0,15
"G270_POOLRET72_S345_L002",3,1,3,3,0,3,13,0.959252082,0,1,1,14
"G271_POOLRET73_S413_L003",6,2,2,2,2,2,16,0.88022047,2,1,3,19
"G273_POOLRET73_S525_L003",5,2,3,1,1,2,14,0.833646279,2,1,3,17
"G274_POOLRET72_S271_L002",5,1,2,5,2,1,16,0.957659075,2,0,2,18
"G277_POOLRET72_S364_L002",4,2,2,5,2,3,18,0.953206427,2,7,9,27
"G279_POOLRET72_S305_L002",6,5,7,1,0,3,22,0.937390255,2,1,3,25
"G280_POOLRET73_S487_L003",9,1,2,3,3,6,24,0.882051595,2,2,4,28
"G281_POOLRET73_S422_L003",3,1,2,1,1,6,14,0.90270285,3,2,5,19
"G282_POOLRET72_S248_L002",7,4,1,6,2,10,30,0.952264994,4,4,8,38
"G283_POOLRET73_S427_L003",5,1,0,2,3,3,14,0.954836469,1,2,3,17
"G284_POOLRET73_S463_L003",3,3,3,3,3,2,17,0.951846582,3,5,8,25
"G285_POOLRET72_S325_L002",11,3,1,3,6,5,29,0.821394677,10,6,16,45
"G286_POOLRET73_S548_L003",5,2,2,2,2,3,16,0.896482615,1,2,3,19
"G287_POOLRET73_S549_L003",5,2,2,2,1,1,13,0.852438727,4,1,5,18
"G289_POOLRET73_S537_L003",6,2,3,5,0,1,17,0.812021732,1,2,3,20
"G290_POOLRET73_S426_L003",7,0,6,1,1,1,16,0.896029862,2,0,2,18
"G295_POOLRET73_S434_L003",9,2,2,6,1,3,23,0.92042989,3,3,6,29
"G296_POOLRET73_S386_L003",5,0,3,2,1,1,12,0.708326635,0,2,2,14
"G297_POOLRET72_S331_L002",6,1,5,4,2,2,20,0.941820716,5,4,9,29
"G298_POOLRET72_S306_L002",7,4,5,5,4,12,37,0.933806728,6,1,7,44
"G299_POOLRET72_S349_L002",7,0,1,0,1,3,12,0.815676823,6,2,8,20
"H7GWFDSX7_G200_POOLRET74",10,1,2,2,2,7,24,0.969513942,2,2,4,28
"H7GWFDSX7_G205_POOLRET74",11,2,2,2,2,5,24,0.975882094,6,3,9,33
"H7GWFDSX7_G207_POOLRET74",7,2,5,5,2,1,22,0.930587039,7,3,10,32
"H7GWFDSX7_G208_POOLRET74",8,7,2,1,2,4,24,0.970537142,13,3,16,40
"H7GWFDSX7_G220_POOLRET74",7,4,7,5,0,6,29,0.946096002,5,1,6,35
"H7GWFDSX7_G225_POOLRET74",4,2,3,2,2,7,20,0.95143863,3,3,6,26
"H7GWFDSX7_G228_POOLRET74",5,0,1,4,0,5,15,0.976327498,4,7,11,26
"H7GWFDSX7_G236_POOLRET74",5,3,4,8,2,7,29,0.961339145,5,1,6,35
"H7GWFDSX7_G238_POOLRET74",2,4,2,2,2,7,19,0.971760877,6,1,7,26
"H7GWFDSX7_G240_POOLRET74",5,2,2,2,2,6,19,0.913801812,4,0,4,23
"H7GWFDSX7_G243_POOLRET74",4,0,3,3,0,5,15,0.976935547,2,1,3,18
"H7GWFDSX7_G246_POOLRET74",4,3,1,1,1,6,16,0.976929045,4,0,4,20
"H7GWFDSX7_G250_POOLRET74",6,1,3,5,1,4,20,0.974346263,6,3,9,29
"H7GWFDSX7_G251_POOLRET74",8,0,3,5,1,9,26,0.809340969,2,1,3,29
"H7GWFDSX7_G256_POOLRET74",3,1,1,3,0,9,17,0.939455929,5,1,6,23
"H7GWFDSX7_G260_POOLRET74",10,3,2,5,0,5,25,0.976029372,3,0,3,28
"H7GWFDSX7_G263_POOLRET74",5,1,2,4,4,5,21,0.976506675,2,2,4,25
"H7GWFDSX7_G267_POOLRET74",6,2,3,1,2,5,19,0.84430228,2,4,6,25
"H7GWFDSX7_G272_POOLRET74",3,0,0,1,0,2,6,0.973469005,1,0,1,7
"H7GWFDSX7_G275_POOLRET74",4,1,0,3,0,1,9,0.683698052,3,0,3,12
"H7GWFDSX7_G276_POOLRET74",4,2,3,4,0,7,20,0.960460003,3,1,4,24
"H7GWFDSX7_G278_POOLRET74",4,1,2,4,2,7,20,0.972835898,2,2,4,24
"H7GWFDSX7_G288_POOLRET74",7,1,0,7,4,5,24,0.943427584,3,4,7,31
"H7GWFDSX7_G291_POOLRET74",6,2,0,6,1,4,19,0.883829115,3,0,3,22
"H7GWFDSX7_G292_POOLRET74",8,1,2,1,3,2,17,0.861027409,3,3,6,23
"H7GWFDSX7_G293_POOLRET74",8,2,2,2,2,5,21,0.972312986,5,2,7,28
"H7GWFDSX7_G294_POOLRET74",9,2,0,6,1,6,24,0.972975279,3,3,6,30
